type,id,bnf_code,nm
amp,11980811000001100,0209000A0AAA4A4,Aspirin 62.5mg/5ml oral suspension (Special Order)
amp,11981411000001106,0209000A0AAA4A4,Aspirin 62.5mg/5ml oral solution (Special Order)
amp,11692711000001109,0209000A0AAA5A5,Aspirin 100mg/5ml oral suspension (Special Order)
amp,11968411000001102,0209000A0AAA5A5,Aspirin 100mg/5ml oral solution (Special Order)
amp,10063011000001103,0209000A0AAA7A7,Aspirin 75mg effervescent tablets (IVAX Pharmaceuticals UK Ltd)
amp,10063211000001108,0209000A0AAA7A7,Aspirin 75mg effervescent tablets (A A H Pharmaceuticals Ltd)
amp,33511000001106,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Teva UK Ltd)
amp,163411000001106,0209000A0AAABAB,Aspirin 75mg dispersible tablets (IVAX Pharmaceuticals UK Ltd)
amp,173911000001105,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Kent Pharmaceuticals Ltd)
amp,594611000001102,0209000A0AAABAB,Aspirin 75mg dispersible tablets (The Boots Company Plc)
amp,595211000001103,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Alliance Healthcare (Distribution) Ltd)
amp,698811000001100,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Aspar Pharmaceuticals Ltd)
amp,765111000001108,0209000A0AAABAB,Aspirin 75mg dispersible tablets (A A H Pharmaceuticals Ltd)
amp,852711000001109,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Thornton & Ross Ltd)
amp,916711000001109,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Actavis UK Ltd)
amp,9789111000001100,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Almus Pharmaceuticals Ltd)
amp,12430611000001107,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Lloyds Pharmacy Ltd)
amp,13662311000001102,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Numark Ltd)
amp,15069611000001102,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Sigma Pharmaceuticals Plc)
amp,15985111000001103,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Bristol Laboratories Ltd)
amp,17785711000001109,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Phoenix Healthcare Distribution Ltd)
amp,19429611000001108,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Wockhardt UK Ltd)
amp,21776611000001101,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Waymade Healthcare Plc)
amp,22610611000001102,0209000A0AAABAB,Aspirin 75mg dispersible tablets (DE Pharmaceuticals)
amp,29996011000001100,0209000A0AAABAB,Aspirin 75mg dispersible tablets (Mawdsley-Brooks & Company Ltd)
amp,37148811000001109,0209000A0AAABAB,Aspirin 75mg dispersible tablets (M & A Pharmachem Ltd)
amp,17423311000001108,0209000A0AAAJAJ,Aspirin 75mg tablets (Alissa Healthcare Research Ltd)
amp,17629911000001105,0209000A0AAAJAJ,Aspirin 75mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,17879711000001102,0209000A0AAAJAJ,Aspirin 75mg tablets (A A H Pharmaceuticals Ltd)
amp,18082911000001106,0209000A0AAAJAJ,Aspirin 75mg tablets (Phoenix Healthcare Distribution Ltd)
amp,21777311000001109,0209000A0AAAJAJ,Aspirin 75mg tablets (Waymade Healthcare Plc)
amp,22611811000001106,0209000A0AAAJAJ,Aspirin 75mg tablets (DE Pharmaceuticals)
amp,29774911000001105,0209000A0AAAJAJ,Aspirin 75mg tablets (Sigma Pharmaceuticals Plc)
amp,32394411000001100,0209000A0AAAJAJ,Aspirin 75mg tablets (Kent Pharmaceuticals Ltd)
amp,34175711000001102,0209000A0AAAJAJ,Aspirin 75mg tablets (Accord Healthcare Ltd)
amp,35841711000001101,0209000A0AAAJAJ,Aspirin 75mg tablets (Intrapharm Laboratories Ltd)
amp,36492711000001106,0209000A0AAAJAJ,Aspirin 75mg tablets (Medreich Plc)
amp,36611211000001105,0209000A0AAAJAJ,Aspirin 75mg tablets (Healthcare Pharma Ltd)
amp,37570511000001103,0209000A0AAAJAJ,Aspirin 75mg tablets (NorthStar Healthcare Unlimited Company)
amp,50611000001102,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Kent Pharmaceuticals Ltd)
amp,138011000001102,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
amp,281711000001100,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Actavis UK Ltd)
amp,295211000001106,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Teva UK Ltd)
amp,307211000001105,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
amp,370411000001104,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Sterwin Medicines)
amp,476711000001102,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Sandoz Ltd)
amp,592811000001109,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd)
amp,795611000001102,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Mylan)
amp,799411000001102,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (C P Pharmaceuticals Ltd)
amp,844511000001107,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Greenfield Pharmaceuticals Ltd)
amp,9790111000001106,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)
amp,10450211000001102,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Arrow Generics Ltd)
amp,12534311000001103,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Lloyds Pharmacy Ltd)
amp,15967511000001101,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Zanza Specials International Ltd)
amp,15985411000001108,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Bristol Laboratories Ltd)
amp,16431611000001103,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Wockhardt UK Ltd)
amp,17786111000001102,0209000A0AAAKAK,Aspirin 75mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)
